decimals,viete,madhava
40,0.004308223724365234,0.0048940181732177734
40,0.005055427551269531,0.00496220588684082
40,0.0042650699615478516,0.005666017532348633
40,0.0046613216400146484,0.004713296890258789
40,0.004354953765869141,0.0051724910736083984
40,0.004355192184448242,0.004816293716430664
40,0.00450897216796875,0.0047454833984375
40,0.004297733306884766,0.0049152374267578125
40,0.004850625991821289,0.004677534103393555
40,0.004370927810668945,0.006663322448730469
40,0.004568338394165039,0.0049953460693359375
40,0.00457000732421875,0.005136728286743164
40,0.006250858306884766,0.00742030143737793
40,0.004560708999633789,0.0050754547119140625
40,0.004621744155883789,0.004638671875
40,0.004309892654418945,0.004654645919799805
40,0.005434513092041016,0.004797697067260742
40,0.0042650699615478516,0.0046999454498291016
40,0.0045909881591796875,0.004819154739379883
40,0.004327058792114258,0.00471043586730957
40,0.0042417049407958984,0.005460023880004883
40,0.004985809326171875,0.005720376968383789
40,0.005586147308349609,0.0056858062744140625
40,0.005843400955200195,0.005610227584838867
40,0.0046350955963134766,0.005549430847167969
40,0.004305839538574219,0.004929304122924805
40,0.004801034927368164,0.004785060882568359
40,0.004293203353881836,0.004675626754760742
40,0.004431486129760742,0.004670858383178711
40,0.004971742630004883,0.004750251770019531
40,0.004334926605224609,0.004865169525146484
40,0.0042912960052490234,0.005115509033203125
40,0.0043332576751708984,0.004739046096801758
40,0.0043048858642578125,0.005213022232055664
40,0.004377126693725586,0.004694938659667969
40,0.0043337345123291016,0.004705905914306641
40,0.004279613494873047,0.0046617984771728516
40,0.004378080368041992,0.0047113895416259766
40,0.0042722225189208984,0.0047261714935302734
40,0.0044138431549072266,0.0047607421875
45,0.004869937896728516,0.005296945571899414
45,0.004922628402709961,0.005179405212402344
45,0.004838466644287109,0.005240201950073242
45,0.0048258304595947266,0.005183219909667969
45,0.005006074905395508,0.005213499069213867
45,0.0049228668212890625,0.005211353302001953
45,0.004927158355712891,0.005197286605834961
45,0.004817008972167969,0.00519871711730957
45,0.0048580169677734375,0.005186319351196289
45,0.004872322082519531,0.005263566970825195
45,0.004899024963378906,0.005234956741333008
45,0.004846096038818359,0.005234241485595703
45,0.004818916320800781,0.0051763057708740234
45,0.004865884780883789,0.005216836929321289
45,0.00487971305847168,0.005273103713989258
45,0.004865407943725586,0.00522303581237793
45,0.004911661148071289,0.0052945613861083984
45,0.0048370361328125,0.0052111148834228516
45,0.004833698272705078,0.005236387252807617
45,0.004853487014770508,0.005309343338012695
45,0.004909992218017578,0.005850315093994141
45,0.004945516586303711,0.0052602291107177734
45,0.004871845245361328,0.00524592399597168
45,0.00491786003112793,0.005281686782836914
45,0.004864931106567383,0.0052661895751953125
45,0.00487971305847168,0.005219936370849609
45,0.004829883575439453,0.005236148834228516
45,0.0048885345458984375,0.005190372467041016
45,0.0048885345458984375,0.005230903625488281
45,0.004842281341552734,0.0053555965423583984
45,0.004842519760131836,0.006205558776855469
45,0.005037784576416016,0.005421876907348633
45,0.005411386489868164,0.005295991897583008
45,0.00490117073059082,0.005684852600097656
45,0.005154132843017578,0.005908966064453125
45,0.0052890777587890625,0.005476236343383789
45,0.005100250244140625,0.005753755569458008
45,0.005219697952270508,0.005476951599121094
45,0.005143404006958008,0.0055811405181884766
45,0.005149126052856445,0.0063610076904296875
45,0.005316257476806641,0.00551152229309082
45,0.006588459014892578,0.005414009094238281
45,0.0051043033599853516,0.0068817138671875
45,0.004891395568847656,0.0052947998046875
45,0.0050203800201416016,0.005233287811279297
45,0.004888057708740234,0.005365133285522461
45,0.004924297332763672,0.005212068557739258
45,0.004946708679199219,0.005421161651611328
45,0.004884004592895508,0.006813764572143555
45,0.005717277526855469,0.0053806304931640625
45,0.005990028381347656,0.005623340606689453
45,0.005068063735961914,0.0057680606842041016
45,0.0051920413970947266,0.005326032638549805
45,0.005430698394775391,0.0052716732025146484
45,0.004924297332763672,0.005232810974121094
45,0.004925251007080078,0.0051953792572021484
45,0.004874706268310547,0.005476951599121094
45,0.0048754215240478516,0.005232095718383789
45,0.004853010177612305,0.00518488883972168
45,0.004823923110961914,0.005217313766479492
45,0.004827737808227539,0.0051724910736083984
45,0.0048296451568603516,0.005173683166503906
45,0.00481867790222168,0.0053081512451171875
45,0.004857301712036133,0.005213022232055664
45,0.0048716068267822266,0.005245685577392578
45,0.004880666732788086,0.005216121673583984
45,0.004900455474853516,0.005209684371948242
45,0.004907369613647461,0.005231380462646484
45,0.004844188690185547,0.005222320556640625
45,0.00483393669128418,0.005247831344604492
45,0.005326032638549805,0.005206108093261719
45,0.004940509796142578,0.0052356719970703125
45,0.004954099655151367,0.00523686408996582
45,0.0049550533294677734,0.005178689956665039
45,0.004913330078125,0.00523829460144043
45,0.004912376403808594,0.005246400833129883
45,0.004934072494506836,0.005234241485595703
45,0.0055389404296875,0.005750894546508789
45,0.005154132843017578,0.005470752716064453
45,0.005021572113037109,0.005666971206665039
45,0.005146026611328125,0.005196809768676758
45,0.006523847579956055,0.005671977996826172
45,0.005257368087768555,0.006255149841308594
45,0.005322933197021484,0.005632638931274414
45,0.005019187927246094,0.005516529083251953
45,0.005086421966552734,0.006710529327392578
45,0.004984378814697266,0.0056688785552978516
45,0.005872964859008789,0.006212472915649414
45,0.009142637252807617,0.006074428558349609
45,0.005092620849609375,0.007823467254638672
45,0.005205869674682617,0.0062694549560546875
45,0.0065462589263916016,0.0055735111236572266
45,0.0074443817138671875,0.008075475692749023
45,0.0073773860931396484,0.007368564605712891
45,0.005007266998291016,0.007627248764038086
45,0.006518363952636719,0.00719761848449707
45,0.006820201873779297,0.007806301116943359
45,0.006304502487182617,0.0053424835205078125
45,0.005885124206542969,0.007075786590576172
45,0.005393028259277344,0.007057666778564453
50,0.0057849884033203125,0.007122039794921875
50,0.005502462387084961,0.005955934524536133
50,0.0054302215576171875,0.0058901309967041016
50,0.005391359329223633,0.005936861038208008
50,0.0053768157958984375,0.005856513977050781
50,0.0054438114166259766,0.00586700439453125
50,0.005333423614501953,0.005833864212036133
50,0.005347251892089844,0.0059888362884521484
50,0.005363941192626953,0.005795001983642578
50,0.00535130500793457,0.005897998809814453
50,0.005346536636352539,0.005863189697265625
50,0.0053462982177734375,0.005812883377075195
50,0.005359172821044922,0.005899667739868164
50,0.00538945198059082,0.005814790725708008
50,0.005349636077880859,0.005862236022949219
50,0.00536799430847168,0.005850076675415039
50,0.005396127700805664,0.005860328674316406
50,0.00534820556640625,0.005877256393432617
50,0.005392551422119141,0.0058553218841552734
50,0.005425930023193359,0.0058634281158447266
50,0.0054013729095458984,0.005811452865600586
50,0.005391120910644531,0.0058841705322265625
50,0.0054171085357666016,0.00591278076171875
50,0.0054128170013427734,0.005887031555175781
50,0.005359649658203125,0.005865335464477539
50,0.005366325378417969,0.0058209896087646484
50,0.0053920745849609375,0.00586247444152832
50,0.005434274673461914,0.005925655364990234
50,0.005449533462524414,0.00661158561706543
50,0.005430459976196289,0.006031513214111328
50,0.007451534271240234,0.010488510131835938
50,0.006844282150268555,0.006917238235473633
50,0.0054700374603271484,0.009074926376342773
50,0.0068089962005615234,0.009221553802490234
50,0.007025480270385742,0.008614301681518555
50,0.006548881530761719,0.007243156433105469
50,0.007761716842651367,0.007602691650390625
50,0.007367610931396484,0.0069844722747802734
50,0.008168935775756836,0.007456064224243164
50,0.007700443267822266,0.009920358657836914
50,0.007723331451416016,0.008360624313354492
50,0.010917186737060547,0.010001659393310547
50,0.0064127445220947266,0.006453752517700195
50,0.006434917449951172,0.006508827209472656
50,0.011144638061523438,0.011842727661132812
50,0.010701417922973633,0.011413097381591797
50,0.007133007049560547,0.006452083587646484
50,0.005994081497192383,0.011038780212402344
50,0.005852460861206055,0.006789684295654297
50,0.011096000671386719,0.012247085571289062
50,0.012618303298950195,0.011592626571655273
50,0.012291431427001953,0.012120246887207031
50,0.011974334716796875,0.01092386245727539
50,0.008372068405151367,0.010328531265258789
50,0.008894681930541992,0.0077397823333740234
50,0.00856161117553711,0.008153200149536133
50,0.009023666381835938,0.007633209228515625
50,0.009560585021972656,0.008078813552856445
50,0.008755207061767578,0.0069501399993896484
50,0.008202791213989258,0.006407737731933594
50,0.008303642272949219,0.010829687118530273
50,0.01032710075378418,0.012573003768920898
50,0.00897216796875,0.011969327926635742
50,0.00994729995727539,0.009339094161987305
50,0.007051944732666016,0.00874781608581543
50,0.006333589553833008,0.009215354919433594
50,0.011368751525878906,0.011080741882324219
50,0.008758783340454102,0.0070078372955322266
50,0.009621381759643555,0.007588863372802734
50,0.008636713027954102,0.008891820907592773
50,0.009512662887573242,0.007390022277832031
50,0.008861303329467773,0.0075225830078125
50,0.010414600372314453,0.006794452667236328
50,0.008895397186279297,0.006581306457519531
50,0.010107278823852539,0.007055521011352539
50,0.008908748626708984,0.007242441177368164
50,0.009628057479858398,0.007002592086791992
50,0.00847482681274414,0.007918119430541992
50,0.009685516357421875,0.007043123245239258
50,0.00865030288696289,0.007763385772705078
50,0.008786439895629883,0.0070192813873291016
50,0.00789189338684082,0.008602142333984375
50,0.007056236267089844,0.007396697998046875
50,0.007433652877807617,0.008900165557861328
50,0.005970954895019531,0.009335517883300781
50,0.005868673324584961,0.010159730911254883
50,0.005547285079956055,0.008527278900146484
50,0.005530357360839844,0.007368326187133789
50,0.006412506103515625,0.0060422420501708984
50,0.007750749588012695,0.006075620651245117
50,0.006329774856567383,0.00714564323425293
50,0.005463361740112305,0.007918596267700195
50,0.005541324615478516,0.0065457820892333984
50,0.0073697566986083984,0.0060024261474609375
50,0.007748842239379883,0.006084442138671875
50,0.006040334701538086,0.007842779159545898
50,0.005525350570678711,0.008640289306640625
50,0.005548000335693359,0.007329702377319336
50,0.006700038909912109,0.0060842037200927734
50,0.008155584335327148,0.006528377532958984
55,0.008344888687133789,0.007632017135620117
55,0.010574579238891602,0.00900578498840332
55,0.01010441780090332,0.010313987731933594
55,0.007988691329956055,0.011839866638183594
55,0.007815837860107422,0.012982368469238281
55,0.0077898502349853516,0.008562803268432617
55,0.011032342910766602,0.013697624206542969
55,0.008984088897705078,0.012464284896850586
55,0.006966352462768555,0.013266801834106445
55,0.006582498550415039,0.012634515762329102
55,0.008610248565673828,0.009185314178466797
55,0.010584115982055664,0.008452892303466797
55,0.009655475616455078,0.006655216217041016
55,0.010135889053344727,0.0074367523193359375
55,0.00949716567993164,0.00722813606262207
55,0.009850502014160156,0.008756875991821289
55,0.009326934814453125,0.00935816764831543
55,0.008414268493652344,0.009512901306152344
55,0.007923126220703125,0.008891105651855469
55,0.006174564361572266,0.007931232452392578
55,0.007580757141113281,0.006577730178833008
55,0.008721590042114258,0.006562948226928711
55,0.008475065231323242,0.006696939468383789
55,0.008415937423706055,0.006876468658447266
55,0.0077972412109375,0.007350921630859375
55,0.006046295166015625,0.012096166610717773
55,0.007391929626464844,0.008202791213989258
55,0.0062923431396484375,0.009079217910766602
55,0.0061283111572265625,0.00947713851928711
55,0.00629425048828125,0.01103353500366211
55,0.008391618728637695,0.01158595085144043
55,0.012533187866210938,0.012376070022583008
55,0.010627269744873047,0.010915040969848633
55,0.012906312942504883,0.011723995208740234
55,0.011735916137695312,0.01504826545715332
55,0.011132001876831055,0.008388280868530273
55,0.008307695388793945,0.01026010513305664
55,0.009084939956665039,0.00843358039855957
55,0.00775456428527832,0.009402275085449219
55,0.008929967880249023,0.011092424392700195
55,0.00826263427734375,0.006870746612548828
55,0.006790637969970703,0.006636857986450195
55,0.0075299739837646484,0.006552457809448242
55,0.0061876773834228516,0.006494283676147461
55,0.005979299545288086,0.006556987762451172
55,0.006017446517944336,0.006573677062988281
55,0.005919456481933594,0.006464719772338867
55,0.009836912155151367,0.007407188415527344
55,0.007331132888793945,0.0067484378814697266
55,0.0059356689453125,0.006761312484741211
55,0.005911350250244141,0.006518840789794922
55,0.006014585494995117,0.006517887115478516
55,0.005955696105957031,0.006488800048828125
55,0.006349325180053711,0.006666898727416992
55,0.0067784786224365234,0.007937431335449219
55,0.009369850158691406,0.011010169982910156
55,0.007720232009887695,0.012763261795043945
55,0.009111166000366211,0.010439634323120117
55,0.013181924819946289,0.011450767517089844
55,0.007651805877685547,0.011615514755249023
55,0.011544227600097656,0.012324094772338867
55,0.012653589248657227,0.009561300277709961
55,0.012219905853271484,0.010216712951660156
55,0.007770538330078125,0.0070302486419677734
55,0.0061376094818115234,0.010143280029296875
55,0.006808280944824219,0.008153438568115234
55,0.006049633026123047,0.006815195083618164
55,0.005931377410888672,0.006491899490356445
55,0.00603795051574707,0.006528615951538086
55,0.005949974060058594,0.006453037261962891
55,0.005980014801025391,0.00648951530456543
55,0.005918264389038086,0.006410837173461914
55,0.005869626998901367,0.006404399871826172
55,0.005949258804321289,0.006452322006225586
55,0.005936145782470703,0.006502389907836914
55,0.005928754806518555,0.008256912231445312
55,0.010830402374267578,0.013536930084228516
55,0.009888887405395508,0.009076595306396484
55,0.009510993957519531,0.00948023796081543
55,0.01040959358215332,0.00797271728515625
55,0.010153532028198242,0.008877277374267578
55,0.00955653190612793,0.011221170425415039
55,0.007379293441772461,0.010746240615844727
55,0.0068738460540771484,0.013835668563842773
55,0.010720968246459961,0.012929916381835938
55,0.011475324630737305,0.008147954940795898
55,0.006509065628051758,0.006631612777709961
55,0.006179332733154297,0.006474733352661133
55,0.006020545959472656,0.006531238555908203
55,0.005906343460083008,0.006470680236816406
55,0.005878925323486328,0.006437063217163086
55,0.005984783172607422,0.006449699401855469
55,0.005958080291748047,0.006550312042236328
55,0.0058705806732177734,0.0064432621002197266
55,0.005877017974853516,0.006514310836791992
55,0.005881071090698242,0.006546974182128906
55,0.005980968475341797,0.006416797637939453
55,0.005848407745361328,0.006427764892578125
55,0.005854129791259766,0.006497859954833984
55,0.005868434906005859,0.006597757339477539
60,0.006621122360229492,0.007200479507446289
60,0.00650334358215332,0.0071260929107666016
60,0.0064678192138671875,0.00850820541381836
60,0.011133193969726562,0.01131439208984375
60,0.009891271591186523,0.014320135116577148
60,0.013075828552246094,0.015598058700561523
60,0.01164698600769043,0.011047601699829102
60,0.009312868118286133,0.011780261993408203
60,0.007485866546630859,0.018580198287963867
60,0.014493465423583984,0.011326313018798828
60,0.013375997543334961,0.012945175170898438
60,0.012448787689208984,0.013238191604614258
60,0.011725425720214844,0.013211727142333984
60,0.011664867401123047,0.012823820114135742
60,0.008383750915527344,0.00826120376586914
60,0.006817340850830078,0.007208824157714844
60,0.0066950321197509766,0.0072879791259765625
60,0.0065460205078125,0.007179737091064453
60,0.00664067268371582,0.007225751876831055
60,0.006618976593017578,0.007982969284057617
60,0.008628606796264648,0.010399818420410156
60,0.011402368545532227,0.011774778366088867
60,0.011312723159790039,0.01257014274597168
60,0.01502847671508789,0.013920307159423828
60,0.015096426010131836,0.014184236526489258
60,0.01047968864440918,0.009126424789428711
60,0.012301445007324219,0.013490915298461914
60,0.01328134536743164,0.013247489929199219
60,0.007580995559692383,0.009454727172851562
60,0.006653785705566406,0.007576465606689453
60,0.006552457809448242,0.0072710514068603516
60,0.006539583206176758,0.007357120513916016
60,0.0067348480224609375,0.007445335388183594
60,0.007150411605834961,0.0073320865631103516
60,0.007544517517089844,0.007222414016723633
60,0.006686210632324219,0.0073490142822265625
60,0.006576061248779297,0.008269786834716797
60,0.0073511600494384766,0.013576269149780273
60,0.01234292984008789,0.011445283889770508
60,0.012465715408325195,0.011300325393676758
60,0.009121894836425781,0.010695934295654297
60,0.011152505874633789,0.008478641510009766
60,0.011945009231567383,0.010602474212646484
60,0.008500814437866211,0.011420965194702148
60,0.007880687713623047,0.014909744262695312
60,0.01177215576171875,0.00783991813659668
60,0.008475303649902344,0.008521795272827148
60,0.009815692901611328,0.007531642913818359
60,0.008171558380126953,0.007286787033081055
60,0.00685429573059082,0.0075266361236572266
60,0.0068454742431640625,0.0071794986724853516
60,0.0065577030181884766,0.007279872894287109
60,0.006551980972290039,0.00726628303527832
60,0.006582975387573242,0.007208824157714844
60,0.006579160690307617,0.0072422027587890625
60,0.006518125534057617,0.007128715515136719
60,0.006464719772338867,0.007128715515136719
60,0.0065000057220458984,0.0071985721588134766
60,0.006605863571166992,0.007103681564331055
60,0.0065457820892333984,0.0071756839752197266
60,0.010220050811767578,0.012477874755859375
60,0.008118152618408203,0.012813329696655273
60,0.00917959213256836,0.010065555572509766
60,0.010473012924194336,0.009974956512451172
60,0.011820316314697266,0.009960412979125977
60,0.010159969329833984,0.010185003280639648
60,0.01181793212890625,0.013614177703857422
60,0.012634992599487305,0.014028310775756836
60,0.014227628707885742,0.01361083984375
60,0.012006521224975586,0.01374053955078125
60,0.013149499893188477,0.012323617935180664
60,0.007068634033203125,0.008461475372314453
60,0.006732940673828125,0.00746917724609375
60,0.006561994552612305,0.007141590118408203
60,0.006550312042236328,0.007234334945678711
60,0.0064923763275146484,0.007078647613525391
60,0.0065460205078125,0.00714111328125
60,0.0065381526947021484,0.007093667984008789
60,0.00645899772644043,0.007106304168701172
60,0.006537675857543945,0.007267475128173828
60,0.0065402984619140625,0.007177591323852539
60,0.0065348148345947266,0.007128238677978516
60,0.0065119266510009766,0.007141828536987305
60,0.00889897346496582,0.012027978897094727
60,0.009475231170654297,0.011767864227294922
60,0.012211322784423828,0.010292768478393555
60,0.010921001434326172,0.011434316635131836
60,0.009050607681274414,0.010528564453125
60,0.01125788688659668,0.013655662536621094
60,0.009023427963256836,0.012806415557861328
60,0.013634443283081055,0.013447284698486328
60,0.008239269256591797,0.01206064224243164
60,0.01256418228149414,0.011347055435180664
60,0.011769533157348633,0.008338451385498047
60,0.009730100631713867,0.007371664047241211
60,0.008442878723144531,0.007209062576293945
60,0.006939888000488281,0.007149934768676758
60,0.0066487789154052734,0.007129669189453125
60,0.006587028503417969,0.007236003875732422
60,0.006537199020385742,0.007122516632080078
